Date/Time;Open;High;Low;Close;Range (high - low)
12/01/2007;1423.82;1431.23;1422.58;1430.73;8.65
16/01/2007;1430.73;1433.93;1428.62;1431.90;5.31
17/01/2007;1431.77;1435.27;1428.57;1430.62;6.70
18/01/2007;1430.59;1433.30;1424.21;1426.37;9.09
19/01/2007;1426.35;1431.57;1425.19;1430.50;6.38
22/01/2007;1430.47;1431.39;1420.40;1422.95;10.99
23/01/2007;1422.95;1431.33;1421.66;1427.99;9.67
24/01/2007;1427.96;1440.14;1427.96;1440.13;12.18
25/01/2007;1440.12;1440.69;1422.34;1423.90;18.35
26/01/2007;1423.90;1427.27;1416.96;1422.18;10.31
29/01/2007;1422.03;1426.94;1418.46;1420.62;8.48
30/01/2007;1420.61;1428.82;1420.61;1428.82;8.21
31/01/2007;1428.65;1441.61;1424.78;1438.24;16.83
01/02/2007;1437.90;1446.64;1437.90;1445.94;8.74
02/02/2007;1445.94;1449.33;1444.49;1448.39;4.84
05/02/2007;1448.33;1449.38;1443.85;1446.99;5.53
06/02/2007;1446.98;1450.19;1443.40;1448;7
07/02/2007;1447.41;1452.99;1446.44;1450.02;6.55
08/02/2007;1449.99;1450.45;1442.81;1448.31;7.64
09/02/2007;1448.25;1452.45;1433.44;1438.06;19.01
12/02/2007;1438;1439.11;1431.44;1433.37;7.67
13/02/2007;1433.22;1444.41;1433.22;1444.26;11.19
14/02/2007;1443.91;1457.65;1443.91;1455.30;13.74
15/02/2007;1455.15;1457.97;1453.19;1456.81;4.78
16/02/2007;1456.77;1456.77;1451.57;1455.54;5.20
20/02/2007;1455.53;1460.53;1449.20;1459.68;11.33
21/02/2007;1459.60;1459.60;1452.02;1457.63;7.58
22/02/2007;1457.29;1461.57;1450.51;1456.38;11.06
23/02/2007;1456.22;1456.22;1448.36;1451.19;7.86
26/02/2007;1451.04;1456.95;1445.48;1449.37;11.47
27/02/2007;1449.25;1449.25;1389.42;1399.04;59.83
28/02/2007;1398.64;1415.89;1396.65;1406.82;19.24
01/03/2007;1406.80;1409.46;1380.87;1403.17;28.59
02/03/2007;1403.16;1403.40;1386.87;1387.17;16.53
05/03/2007;1387.11;1391.86;1373.97;1374.12;17.89
06/03/2007;1374.06;1397.90;1374.06;1395.41;23.84
07/03/2007;1395.02;1401.16;1390.64;1391.97;10.52
08/03/2007;1391.88;1407.93;1391.88;1401.89;16.05
09/03/2007;1401.89;1410.15;1397.30;1402.85;12.85
12/03/2007;1402.80;1409.34;1398.40;1406.60;10.94
13/03/2007;1406.23;1406.23;1377.71;1377.95;28.52
14/03/2007;1377.86;1388.09;1363.98;1387.17;24.11
15/03/2007;1387.11;1395.73;1385.16;1392.28;10.57
16/03/2007;1392.28;1397.51;1383.63;1386.95;13.88
19/03/2007;1386.95;1403.20;1386.95;1402.06;16.25
20/03/2007;1402.04;1411.53;1400.70;1410.94;10.83
21/03/2007;1410.92;1437.77;1409.75;1435.04;28.02
22/03/2007;1435.04;1437.66;1429.88;1434.54;7.78
23/03/2007;1434.54;1438.89;1433.21;1436.11;5.68
26/03/2007;1436.11;1437.65;1423.28;1437.50;14.37
27/03/2007;1437.49;1437.49;1425.54;1428.61;11.95
28/03/2007;1428.35;1428.35;1414.07;1417.23;14.28
29/03/2007;1417.17;1426.24;1413.27;1422.53;12.97
30/03/2007;1422.52;1429.22;1408.90;1420.86;20.32
02/04/2007;1420.83;1425.49;1416.37;1424.55;9.12
03/04/2007;1424.27;1440.57;1424.27;1437.77;16.30
04/04/2007;1437.75;1440.16;1435.08;1439.37;5.08
05/04/2007;1438.94;1444.88;1436.67;1443.76;8.21
09/04/2007;1443.77;1448.10;1443.28;1444.61;4.82
10/04/2007;1444.58;1448.73;1443.99;1448.39;4.74
11/04/2007;1448.23;1448.39;1436.15;1438.87;12.24
12/04/2007;1438.87;1448.02;1433.91;1447.80;14.11
13/04/2007;1447.80;1453.11;1444.15;1452.85;8.96
16/04/2007;1452.84;1468.62;1452.84;1468.47;15.78
17/04/2007;1468.47;1474.35;1467.15;1471.48;7.20
18/04/2007;1471.47;1476.57;1466.41;1472.50;10.16
19/04/2007;1472.48;1474.23;1464.47;1470.73;9.76
20/04/2007;1470.69;1484.74;1470.69;1484.35;14.05
23/04/2007;1484.33;1487.32;1480.19;1480.93;7.13
24/04/2007;1480.93;1483.82;1473.74;1480.41;10.08
25/04/2007;1480.28;1496.59;1480.28;1495.42;16.31
26/04/2007;1495.27;1498.02;1491.17;1494.25;6.85
27/04/2007;1494.21;1497.32;1488.67;1494.07;8.65
30/04/2007;1494.07;1497.16;1482.29;1482.37;14.87
01/05/2007;1482.37;1487.27;1476.70;1486.30;10.57
02/05/2007;1486.13;1499.10;1486.13;1495.92;12.97
03/05/2007;1495.56;1503.34;1495.56;1502.39;7.78
04/05/2007;1502.35;1510.34;1501.80;1505.62;8.54
07/05/2007;1505.57;1511;1505.54;1509.48;5.46
08/05/2007;1509.36;1509.36;1500.66;1507.72;8.70
09/05/2007;1507.32;1513.80;1503.77;1512.58;10.03
10/05/2007;1512.33;1512.33;1491.42;1491.47;20.91
11/05/2007;1491.47;1506.24;1491.47;1505.85;14.77
14/05/2007;1505.76;1510.90;1498.34;1503.15;12.56
15/05/2007;1503.11;1514.83;1500.43;1501.19;14.40
16/05/2007;1500.75;1514.15;1500.75;1514.14;13.40
17/05/2007;1514.01;1517.14;1509.29;1512.75;7.85
18/05/2007;1512.74;1522.75;1512.74;1522.75;10.01
21/05/2007;1522.75;1529.87;1522.71;1525.10;7.16
22/05/2007;1525.10;1529.24;1522.05;1524.12;7.19
23/05/2007;1524.09;1532.43;1521.90;1522.28;10.53
24/05/2007;1522.10;1529.31;1505.18;1507.51;24.13
25/05/2007;1507.50;1517.41;1507.50;1515.73;9.91
29/05/2007;1515.55;1521.80;1512.02;1518.11;9.78
30/05/2007;1517.60;1530.23;1510.06;1530.23;20.17
31/05/2007;1530.19;1535.56;1528.26;1530.62;7.30
01/06/2007;1530.62;1540.56;1530.62;1536.34;9.94
04/06/2007;1536.28;1540.53;1532.31;1539.18;8.22
05/06/2007;1539.12;1539.12;1525.62;1530.95;13.50
06/06/2007;1530.57;1530.57;1514.13;1517.38;16.44
07/06/2007;1517.36;1517.36;1490.37;1490.72;26.99
08/06/2007;1490.71;1507.76;1487.41;1507.67;20.35
11/06/2007;1507.64;1515.53;1503.35;1509.12;12.18
12/06/2007;1509.12;1511.33;1492.97;1493;18
13/06/2007;1492.65;1515.70;1492.65;1515.67;23.05
14/06/2007;1515.58;1526.45;1515.58;1522.97;10.87
15/06/2007;1522.97;1538.71;1522.97;1532.91;15.74
18/06/2007;1532.90;1535.44;1529.31;1531.05;6.13
19/06/2007;1531.02;1535.85;1525.67;1533.70;10.18
20/06/2007;1533.68;1537.32;1512.36;1512.84;24.96
21/06/2007;1512.50;1522.90;1504.75;1522.19;18.15
22/06/2007;1522.19;1522.19;1500.74;1502.56;21.45
25/06/2007;1502.56;1514.29;1492.68;1497.74;21.61
26/06/2007;1497.68;1506.12;1490.54;1492.89;15.58
27/06/2007;1492.62;1506.80;1484.18;1506.34;22.62
28/06/2007;1506.32;1514.84;1503.41;1505.71;11.43
29/06/2007;1505.70;1517.53;1493.61;1503.35;23.92
02/07/2007;1504.66;1519.45;1504.66;1519.43;14.79
03/07/2007;1519.12;1526.01;1519.12;1524.87;6.89
05/07/2007;1524.86;1526.57;1517.72;1525.40;8.85
06/07/2007;1524.96;1532.40;1520.47;1530.44;11.93
09/07/2007;1530.43;1534.26;1527.45;1531.85;6.81
10/07/2007;1531.85;1531.85;1510.01;1510.12;21.84
11/07/2007;1509.93;1519.34;1506.10;1518.76;13.24
12/07/2007;1518.74;1547.92;1518.74;1547.70;29.18
13/07/2007;1547.68;1555.10;1544.85;1552.50;10.25
16/07/2007;1552.50;1555.90;1546.69;1549.52;9.21
17/07/2007;1549.52;1555.32;1547.74;1549.37;7.58
18/07/2007;1549.20;1549.20;1533.67;1546.17;15.53
19/07/2007;1546.13;1555.20;1546.13;1553.08;9.07
20/07/2007;1553.19;1553.19;1529.20;1534.10;23.99
23/07/2007;1534.06;1547.23;1534.06;1541.57;13.17
24/07/2007;1541.57;1541.57;1508.62;1511.04;32.95
25/07/2007;1511.03;1524.31;1504.87;1518.09;19.44
26/07/2007;1518.09;1518.09;1465.30;1482.66;52.79
27/07/2007;1482.44;1488.53;1458.95;1458.95;29.58
30/07/2007;1458.93;1477.88;1454.32;1473.91;23.56
31/07/2007;1473.90;1488.30;1454.25;1455.27;34.05
01/08/2007;1455.18;1468.38;1439.59;1465.81;28.79
02/08/2007;1465.46;1476.43;1460.58;1472.20;15.85
03/08/2007;1472.18;1473.23;1432.80;1433.06;40.43
06/08/2007;1433.04;1467.67;1427.39;1467.67;40.28
07/08/2007;1467.62;1488.30;1455.80;1476.71;32.50
08/08/2007;1476.22;1503.89;1476.22;1497.49;27.67
09/08/2007;1497.21;1497.21;1453.09;1453.09;44.12
10/08/2007;1453.09;1462.02;1429.74;1453.64;32.28
13/08/2007;1453.42;1466.29;1451.54;1452.92;14.75
14/08/2007;1452.87;1456.74;1426.20;1426.54;30.54
15/08/2007;1426.15;1440.78;1404.36;1406.70;36.42
16/08/2007;1406.64;1415.97;1370.60;1411.27;45.37
17/08/2007;1411.26;1450.33;1411.26;1445.94;39.07
20/08/2007;1445.94;1451.75;1430.54;1445.55;21.21
21/08/2007;1445.55;1455.32;1439.76;1447.12;15.56
22/08/2007;1447.03;1464.86;1447.03;1464.07;17.83
23/08/2007;1464.05;1472.06;1453.88;1462.50;18.18
24/08/2007;1462.34;1479.40;1460.54;1479.37;18.86
27/08/2007;1479.36;1479.36;1465.98;1466.79;13.38
28/08/2007;1466.72;1466.72;1432.01;1432.36;34.71
29/08/2007;1432.01;1463.76;1432.01;1463.76;31.75
30/08/2007;1463.67;1468.43;1451.25;1457.64;17.18
31/08/2007;1457.61;1481.47;1457.61;1473.99;23.86
04/09/2007;1473.96;1496.40;1472.15;1489.42;24.25
05/09/2007;1488.76;1488.76;1466.34;1472.29;22.42
06/09/2007;1472.03;1481.49;1473.74;1478.55;7.75
07/09/2007;1478.55;1478.55;1449.07;1453.55;29.48
10/09/2007;1453.50;1462.25;1439.29;1451.70;22.96
11/09/2007;1451.69;1472.48;1451.69;1471.49;20.79
12/09/2007;1471.10;1479.50;1465.75;1471.56;13.75
13/09/2007;1474.40;1489.58;1474.40;1483.95;15.18
14/09/2007;1483.95;1485.99;1473.18;1484.25;12.81
17/09/2007;1484.24;1484.24;1471.82;1476.65;12.42
18/09/2007;1476.63;1519.89;1476.63;1519.78;43.26
19/09/2007;1519.75;1538.74;1519.75;1529.03;18.99
20/09/2007;1528.69;1529.14;1516.42;1518.75;12.72
21/09/2007;1518.75;1530.89;1518.75;1525.75;12.14
24/09/2007;1525.75;1530.18;1516.15;1517.73;14.03
25/09/2007;1516.34;1518.27;1507.13;1517.21;11.14
26/09/2007;1518.62;1529.39;1518.62;1525.42;10.77
27/09/2007;1527.32;1532.46;1525.81;1531.38;6.65
28/09/2007;1531.24;1533.74;1521.99;1526.75;11.75
01/10/2007;1527.29;1549.02;1527.25;1547.04;21.77
02/10/2007;1546.96;1548.01;1540.37;1546.63;7.64
03/10/2007;1545.80;1545.84;1536.34;1539.59;9.50
04/10/2007;1539.91;1544.02;1537.63;1542.84;6.39
05/10/2007;1543.84;1561.91;1543.84;1557.59;18.07
08/10/2007;1556.51;1556.51;1549;1552.58;7.51
09/10/2007;1553.18;1565.26;1551.82;1565.15;13.44
10/10/2007;1564.98;1565.42;1555.46;1562.47;9.96
11/10/2007;1564.72;1576.09;1546.72;1554.41;29.37
12/10/2007;1555.41;1563.03;1554.09;1561.80;8.94
15/10/2007;1562.25;1564.74;1540.81;1548.71;23.93
16/10/2007;1547.81;1547.81;1536.29;1538.53;11.52
17/10/2007;1544.44;1550.66;1526.01;1541.24;24.65
18/10/2007;1539.29;1542.79;1531.76;1540.08;11.03
19/10/2007;1540;1540;1500.26;1500.63;39.74
22/10/2007;1497.79;1508.06;1490.40;1506.33;17.66
23/10/2007;1509.30;1520.01;1503.61;1519.59;16.40
24/10/2007;1516.61;1517.23;1489.56;1515.88;27.67
25/10/2007;1516.15;1523.24;1500.46;1514.40;22.78
26/10/2007;1522.17;1535.53;1520.18;1535.28;15.35
29/10/2007;1536.92;1544.67;1536.43;1540.98;8.24
30/10/2007;1539.42;1539.42;1529.55;1531.02;9.87
31/10/2007;1532.15;1552.76;1529.40;1549.38;23.36
01/11/2007;1545.79;1545.79;1506.66;1508.44;39.13
02/11/2007;1511.07;1513.15;1492.53;1509.65;20.62
05/11/2007;1505.61;1510.84;1489.95;1502.17;20.89
06/11/2007;1505.33;1520.77;1499.07;1520.27;21.70
07/11/2007;1515.46;1515.46;1475.04;1475.62;40.42
08/11/2007;1475.27;1482.50;1450.31;1474.77;32.19
09/11/2007;1467.59;1474.09;1448.51;1453.70;25.58
12/11/2007;1453.66;1464.94;1438.53;1439.18;26.41
13/11/2007;1441.35;1481.37;1441.35;1481.05;40.02
14/11/2007;1483.40;1492.14;1466.47;1470.58;25.67
15/11/2007;1468.04;1472.67;1443.49;1451.15;29.18
16/11/2007;1453.09;1462.18;1443.99;1458.74;18.19
19/11/2007;1456.70;1456.70;1430.42;1433.27;26.28
20/11/2007;1434.51;1452.64;1419.28;1439.70;33.36
21/11/2007;1434.71;1436.40;1415.64;1416.77;20.76
23/11/2007;1417.62;1440.86;1417.62;1440.70;23.24
26/11/2007;1440.74;1446.09;1406.10;1407.22;39.99
27/11/2007;1409.59;1429.49;1407.43;1428.23;22.06
28/11/2007;1432.95;1471.62;1432.95;1469.02;38.67
29/11/2007;1467.41;1473.81;1458.36;1469.72;15.45
30/11/2007;1471.83;1488.94;1470.89;1481.14;18.05
03/12/2007;1479.63;1481.16;1470.08;1472.42;11.08
04/12/2007;1471.34;1471.34;1460.66;1462.79;10.68
05/12/2007;1465.22;1486.09;1465.22;1485.01;20.87
06/12/2007;1484.59;1508.02;1482.19;1507.34;25.83
07/12/2007;1508.60;1510.63;1502.66;1504.66;7.97
10/12/2007;1505.11;1518.27;1504.96;1515.96;13.31
11/12/2007;1516.68;1523.57;1475.99;1477.65;47.58
12/12/2007;1487.58;1511.96;1468.23;1486.59;43.73
13/12/2007;1483.27;1489.40;1469.21;1488.41;20.19
14/12/2007;1486.19;1486.67;1467.78;1467.95;18.89
17/12/2007;1465.05;1465.05;1445.43;1445.90;19.62
18/12/2007;1445.92;1460.16;1435.65;1454.98;24.51
19/12/2007;1454.70;1464.42;1445.31;1453;19
20/12/2007;1456.42;1461.53;1447.22;1460.12;14.31
21/12/2007;1463.19;1485.40;1463.19;1484.46;22.21
24/12/2007;1484.55;1497.63;1484.55;1496.45;13.08
26/12/2007;1495.12;1498.85;1488.20;1497.66;10.65
27/12/2007;1495.05;1495.05;1475.86;1476.27;19.19
28/12/2007;1479.83;1488.01;1471.70;1478.49;16.31
31/12/2007;1475.25;1475.83;1465.13;1468.36;10.70
02/01/2008;1467.97;1471.77;1442.07;1447.16;29.70
03/01/2008;1447.55;1456.80;1443.73;1447.16;13.07
04/01/2008;1444.01;1444.01;1411.19;1411.63;32.82
07/01/2008;1414.07;1423.87;1403.45;1416.18;20.42
08/01/2008;1415.71;1430.28;1388.30;1390.19;41.98
09/01/2008;1390.25;1409.19;1378.70;1409.13;30.49
10/01/2008;1406.78;1429.09;1395.31;1420.33;33.78
11/01/2008;1419.91;1419.91;1394.83;1401.02;25.08
14/01/2008;1402.91;1417.89;1402.91;1416.25;14.98
15/01/2008;1411.88;1411.88;1380.60;1380.95;31.28
16/01/2008;1377.41;1391.99;1364.27;1373.20;27.72
17/01/2008;1374.79;1377.72;1330.67;1333.25;47.05
18/01/2008;1333.90;1350.28;1312.51;1325.19;37.77
22/01/2008;1312.94;1322.09;1274.29;1310.50;47.80
23/01/2008;1310.41;1339.09;1270.05;1338.60;69.04
24/01/2008;1340.13;1355.15;1334.31;1352.07;20.84
25/01/2008;1357.32;1368.56;1327.50;1330.61;41.06
28/01/2008;1330.70;1353.97;1322.26;1353.96;31.71
29/01/2008;1355.94;1364.93;1350.19;1362.30;14.74
30/01/2008;1362.22;1385.86;1352.95;1355.81;32.91
31/01/2008;1351.98;1385.62;1334.08;1378.55;51.54
01/02/2008;1378.60;1396.02;1375.93;1395.42;20.09
04/02/2008;1395.38;1395.38;1379.69;1380.82;15.69
05/02/2008;1380.28;1380.28;1336.64;1336.64;43.64
06/02/2008;1339.48;1351.96;1324.34;1326.45;27.62
07/02/2008;1324.01;1347.16;1316.75;1336.91;30.41
08/02/2008;1336.88;1341.22;1321.06;1331.29;20.16
11/02/2008;1331.92;1341.40;1320.32;1339.13;21.08
12/02/2008;1340.55;1362.10;1339.36;1348.86;22.74
13/02/2008;1353.12;1369.23;1350.78;1367.21;18.45
14/02/2008;1367.33;1368.16;1347.31;1348.86;20.85
15/02/2008;1347.52;1350;1338.13;1349.99;11.87
19/02/2008;1355.86;1367.28;1345.05;1348.78;22.23
20/02/2008;1348.39;1363.71;1336.55;1360.03;27.16
21/02/2008;1362.21;1367.94;1339.34;1342.53;28.60
22/02/2008;1344.22;1354.30;1327.04;1353.11;27.26
25/02/2008;1352.75;1374.36;1346.03;1371.80;28.33
26/02/2008;1371.76;1387.34;1363.29;1381.29;24.05
27/02/2008;1378.95;1388.34;1372;1380.02;16.34
28/02/2008;1378.16;1378.16;1363.16;1367.68;15.00
29/02/2008;1364.07;1364.07;1325.70;1330.63;38.37
03/03/2008;1330.45;1335.13;1320.04;1331.34;15.09
04/03/2008;1329.58;1331.03;1307.39;1326.75;23.64
05/03/2008;1327.69;1344.19;1320.22;1333.70;23.97
06/03/2008;1332.20;1332.20;1303.42;1304.34;28.78
07/03/2008;1301.53;1313.24;1282.43;1293.37;30.81
10/03/2008;1293.16;1295.01;1272.66;1273.37;22.35
11/03/2008;1274.40;1320.65;1274.40;1320.65;46.25
12/03/2008;1321.13;1333.26;1307.86;1308.77;25.40
13/03/2008;1305.26;1321.68;1282.11;1315.48;39.57
14/03/2008;1316.05;1321.47;1274.86;1288.14;46.61
17/03/2008;1283.21;1287.50;1256.98;1276.60;30.52
18/03/2008;1277.16;1330.74;1277.16;1330.74;53.58
19/03/2008;1330.97;1341.51;1298.42;1298.42;43.09
20/03/2008;1299.67;1330.67;1295.22;1329.51;35.45
24/03/2008;1330.29;1359.68;1330.29;1349.88;29.39
25/03/2008;1349.07;1357.47;1341.21;1352.99;16.26
26/03/2008;1352.45;1352.45;1336.41;1341.13;16.04
27/03/2008;1340.34;1345.62;1325.66;1325.76;19.96
28/03/2008;1327.02;1334.87;1312.95;1315.22;21.92
31/03/2008;1315.92;1328.52;1312.81;1322.70;15.71
01/04/2008;1326.41;1370.18;1326.41;1370.18;43.77
02/04/2008;1369.96;1377.95;1361.55;1367.53;16.40
03/04/2008;1365.69;1375.66;1358.68;1369.31;16.98
04/04/2008;1369.85;1380.91;1362.83;1370.40;18.08
07/04/2008;1373.69;1386.74;1369.02;1372.54;17.72
08/04/2008;1370.16;1370.16;1360.62;1365.54;9.54
09/04/2008;1365.50;1368.39;1349.97;1354.49;18.42
10/04/2008;1355.37;1367.24;1350.11;1360.55;17.13
11/04/2008;1357.98;1357.98;1331.21;1332.83;26.77
14/04/2008;1332.20;1335.64;1326.16;1328.32;9.48
15/04/2008;1331.72;1337.72;1324.35;1334.43;13.37
16/04/2008;1337.02;1365.49;1337.02;1364.71;28.47
17/04/2008;1363.37;1368.60;1357.25;1365.56;11.35
18/04/2008;1369;1395.90;1369;1390.33;26.90
21/04/2008;1387.72;1390.23;1379.25;1388.17;10.98
22/04/2008;1386.43;1386.43;1369.84;1375.94;16.59
23/04/2008;1378.40;1387.87;1372.24;1379.93;15.63
24/04/2008;1380.52;1397.72;1371.09;1388.82;26.63
25/04/2008;1387.88;1399.11;1379.98;1397.84;19.13
28/04/2008;1397.96;1402.90;1394.40;1396.37;8.50
29/04/2008;1395.61;1397;1386.70;1390.94;10.30
30/04/2008;1391.22;1404.57;1384.25;1385.59;20.32
01/05/2008;1385.97;1410.07;1383.07;1409.34;27.00
02/05/2008;1409.16;1422.72;1406.25;1413.90;16.47
05/05/2008;1415.34;1415.34;1404.37;1407.49;10.97
06/05/2008;1405.60;1421.57;1397.10;1418.26;24.47
07/05/2008;1417.49;1419.54;1391.16;1392.57;28.38
08/05/2008;1394.29;1402.35;1389.39;1397.68;12.96
09/05/2008;1394.90;1394.90;1384.11;1388.28;10.79
12/05/2008;1389.40;1404.06;1386.20;1403.58;17.86
13/05/2008;1404.40;1406.30;1396.26;1403.04;10.04
14/05/2008;1405.65;1420.19;1405.65;1408.66;14.54
15/05/2008;1408.36;1424.40;1406.87;1423.57;17.53
16/05/2008;1423.89;1425.82;1414.35;1425.35;11.47
19/05/2008;1425.28;1440.24;1421.63;1426.63;18.61
20/05/2008;1424.49;1424.49;1409.09;1413.40;15.40
21/05/2008;1414.06;1419.12;1388.81;1390.71;30.31
22/05/2008;1390.83;1399.07;1390.23;1394.35;8.84
23/05/2008;1392.20;1392.20;1373.72;1375.93;18.48
27/05/2008;1375.97;1387.40;1373.07;1385.35;14.33
28/05/2008;1386.54;1391.25;1378.16;1390.84;13.09
29/05/2008;1390.50;1406.32;1388.59;1398.26;17.73
30/05/2008;1398.36;1404.46;1398.08;1400.38;6.38
02/06/2008;1399.62;1399.62;1377.79;1385.67;21.83
03/06/2008;1386.42;1393.12;1370.12;1377.65;23.00
04/06/2008;1376.26;1388.18;1371.74;1377.20;16.44
05/06/2008;1377.48;1404.05;1377.48;1404.05;26.57
06/06/2008;1400.06;1400.06;1359.90;1360.68;40.16
09/06/2008;1360.83;1370.63;1350.62;1361.76;20.01
10/06/2008;1358.98;1366.84;1351.56;1358.44;15.28
11/06/2008;1357.09;1357.09;1335.47;1335.49;21.62
12/06/2008;1335.78;1353.03;1331.29;1339.87;21.74
13/06/2008;1341.81;1360.03;1341.71;1360.03;18.32
16/06/2008;1358.85;1364.70;1352.07;1360.14;12.63
17/06/2008;1360.71;1366.59;1350.54;1350.93;16.05
18/06/2008;1349.59;1349.59;1333.40;1337.81;16.19
19/06/2008;1336.89;1347.66;1330.50;1342.83;17.16
20/06/2008;1341.02;1341.02;1314.46;1317.93;26.56
23/06/2008;1319.77;1323.78;1315.31;1318;8
24/06/2008;1317.23;1326.02;1304.42;1314.29;21.60
25/06/2008;1314.54;1335.63;1314.54;1321.97;21.09
26/06/2008;1316.29;1316.29;1283.15;1283.15;33.14
27/06/2008;1283.60;1289.45;1272;1278.38;17.45
30/06/2008;1278.06;1290.31;1274.86;1280;15
01/07/2008;1276.69;1285.31;1260.68;1284.91;24.63
02/07/2008;1285.82;1292.17;1261.51;1261.52;30.66
03/07/2008;1262.96;1271.48;1252.01;1262.90;19.47
07/07/2008;1262.90;1273.95;1240.68;1252.31;33.27
08/07/2008;1251.84;1274.17;1242.84;1273.70;31.33
09/07/2008;1273.38;1277.36;1244.57;1244.69;32.79
10/07/2008;1245.25;1257.65;1236.76;1253.39;20.89
11/07/2008;1248.66;1257.27;1225.35;1239.49;31.92
14/07/2008;1241.61;1253.50;1225.01;1228.30;28.49
15/07/2008;1226.83;1234.35;1200.44;1214.91;33.91
16/07/2008;1214.65;1245.52;1211.39;1245.36;34.13
17/07/2008;1246.31;1262.31;1241.49;1260.32;20.82
18/07/2008;1258.22;1262.23;1251.81;1260.68;10.42
21/07/2008;1261.82;1267.74;1255.70;1260;12
22/07/2008;1257.08;1277.42;1248.83;1277;29
23/07/2008;1278.87;1291.17;1276.06;1282.19;15.11
24/07/2008;1283.22;1283.22;1251.48;1252.54;31.74
25/07/2008;1253.51;1263.23;1251.75;1257.76;11.48
28/07/2008;1257.76;1260.09;1234.37;1234.37;25.72
29/07/2008;1236.38;1263.20;1236.38;1263.20;26.82
30/07/2008;1264.52;1284.33;1264.52;1284.26;19.81
31/07/2008;1281.37;1284.93;1265.97;1267.38;18.96
01/08/2008;1269.42;1270.52;1254.54;1260.31;15.98
04/08/2008;1260.16;1260.49;1247.45;1249.01;13.04
05/08/2008;1254.87;1284.88;1254.67;1284.88;30.21
06/08/2008;1283.99;1291.67;1276;1289.19;15.67
07/08/2008;1286.51;1286.51;1264.29;1266.07;22.22
08/08/2008;1266.29;1297.85;1262.11;1296.32;35.74
11/08/2008;1294.42;1313.15;1291.41;1305.32;21.74
12/08/2008;1304.79;1304.79;1285.64;1289.59;19.15
13/08/2008;1288.64;1294.03;1274.86;1285.83;19.17
14/08/2008;1282.11;1300.11;1276.84;1292.93;23.27
15/08/2008;1293.85;1302.05;1290.74;1298.20;11.31
18/08/2008;1298.14;1300.22;1274.51;1278.60;25.71
19/08/2008;1276.65;1276.65;1263.11;1266.69;13.54
20/08/2008;1267.34;1276.01;1261.16;1274.54;14.85
21/08/2008;1271.07;1281.40;1265.22;1277.72;16.18
22/08/2008;1277.59;1293.09;1277.59;1292.20;15.50
25/08/2008;1290.47;1290.47;1264.87;1266.84;25.60
26/08/2008;1267.03;1275.65;1263.21;1271.51;12.44
27/08/2008;1271.29;1285.05;1270.03;1281.66;15.02
28/08/2008;1283.79;1300.68;1283.79;1300.68;16.89
29/08/2008;1296.49;1297.59;1282.74;1282.83;14.85
02/09/2008;1287.83;1303.04;1272.20;1277.58;30.84
03/09/2008;1276.61;1280.60;1265.59;1274.98;15.01
04/09/2008;1271.80;1271.80;1232.83;1236.83;38.97
05/09/2008;1233.21;1244.94;1217.23;1242.31;27.71
08/09/2008;1249.50;1274.42;1247.12;1267.79;27.30
09/09/2008;1267.98;1268.66;1224.51;1224.51;44.15
10/09/2008;1227.50;1243.90;1221.60;1232.04;22.30
11/09/2008;1229.04;1249.98;1211.54;1249.05;38.44
12/09/2008;1245.88;1255.09;1233.81;1251.70;21.28
15/09/2008;1250.92;1250.92;1192.70;1192.70;58.22
16/09/2008;1188.31;1214.07;1169.28;1213.60;44.79
17/09/2008;1210.34;1210.34;1155.88;1156.39;54.46
18/09/2008;1157.08;1211.14;1133.50;1206.51;77.64
19/09/2008;1213.11;1265.12;1213.11;1255.08;52.01
22/09/2008;1255.37;1255.37;1205.61;1207.09;49.76
23/09/2008;1207.61;1221.15;1187.06;1188.22;34.09
24/09/2008;1188.79;1197.41;1179.79;1185.87;17.62
25/09/2008;1187.87;1220.03;1187.87;1209.18;32.16
26/09/2008;1204.47;1215.77;1187.54;1213.27;28.23
29/09/2008;1209.07;1209.07;1106.42;1106.42;102.65
30/09/2008;1113.78;1168.03;1113.78;1164.74;54.25
01/10/2008;1164.17;1167.03;1140.77;1161.06;26.26
02/10/2008;1160.64;1160.64;1111.43;1114.28;49.21
03/10/2008;1115.16;1153.82;1098.14;1099.23;55.68
06/10/2008;1097.56;1097.56;1007.97;1056.89;89.59
07/10/2008;1057.60;1072.91;996.23;996.23;76.68
08/10/2008;988.91;1021.06;970.97;984.94;50.09
09/10/2008;988.42;1005.25;909.19;909.92;96.06
10/10/2008;902.31;936.36;839.8;899.22;96.56
13/10/2008;912.75;1006.93;912.75;1003.35;94.18
14/10/2008;1009.97;1044.31;972.07;998.01;72.24
15/10/2008;994.6;994.6;903.99;907.84;90.61
16/10/2008;909.53;947.71;865.83;946.43;81.88
17/10/2008;942.29;984.64;918.74;940.55;65.9
20/10/2008;943.51;985.4;943.51;985.4;41.89
21/10/2008;980.4;985.44;952.47;955.05;32.97
22/10/2008;951.67;951.67;875.81;896.78;75.86
23/10/2008;899.08;922.83;858.44;908.11;64.39
24/10/2008;895.22;896.3;852.85;876.77;43.45
27/10/2008;874.28;893.78;846.75;848.92;47.03
28/10/2008;848.92;940.51;845.27;940.51;95.24
29/10/2008;939.51;969.97;922.26;930.09;47.71
